X_Axis(um/deg),Y_Axis(um),Z_Altitude(um),Intensity(%)
3166.74,9464.4,0,0
3083.99,9491.54,0,0
3001,9517.96,0,0
2917.79,9543.66,0,0
2834.35,9568.62,0,0
2750.71,9592.86,0,0
2666.85,9616.36,0,0
2582.8,9639.13,0,0
2498.55,9661.17,0,0
2414.11,9682.47,0,0
2329.49,9703.04,0,0
2244.7,9722.86,0,0
2159.74,9741.94,0,0
2074.61,9760.28,0,0
1989.33,9777.88,0,0
1903.9,9794.73,0,0
1818.33,9810.84,0,0
1732.62,9826.19,0,0
1646.79,9840.8,0,0
1560.82,9854.66,0,0
1474.75,9867.77,0,0
1388.56,9880.12,0,0
1302.27,9891.73,0,0
1215.88,9902.58,0,0
1129.41,9912.67,0,0
1042.85,9922.01,0,0
956.208,9930.6,0,0
869.5,9938.43,0,0
782.728,9945.5,0,0
695.898,9951.81,0,0
609.019,9957.37,0,0
522.095,9962.16,0,0
435.134,9966.2,0,0
348.142,9969.48,0,0
261.126,9972,0,0
174.093,9973.76,0,0
87.0484,9974.76,0,0
6.10793e-13,9975,0,0
-87.046,9974.48,0,0
-174.083,9973.2,0,0
-261.104,9971.17,0,0
-348.103,9968.37,0,0
-435.073,9964.81,0,0
-522.008,9960.5,0,0
-608.9,9955.42,0,0
-695.743,9949.59,0,0
-782.531,9943,0,0
-869.257,9935.66,0,0
-955.915,9927.56,0,0
-1042.5,9918.7,0,0
-1129,9909.09,0,0
-1215.41,9898.72,0,0
-1301.73,9887.6,0,0
-1387.94,9875.72,0,0
-1474.05,9863.1,0,0
-1560.04,9849.72,0,0
-1645.91,9835.6,0,0
-1731.66,9820.72,0,0
-1817.27,9805.1,0,0
-1902.74,9788.73,0,0
-1988.06,9771.62,0,0
-2073.23,9753.76,0,0
-2158.23,9735.16,0,0
-2243.07,9715.82,0,0
-2327.74,9695.74,0,0
-2412.23,9674.93,0,0
-2496.53,9653.37,0,0
-2580.64,9631.09,0,0
-2664.55,9608.06,0,0
-2748.26,9584.31,0,0
-2831.75,9559.83,0,0
-2915.03,9534.62,0,0
-2998.08,9508.69,0,0
-3080.9,9482.03,0,0
-3163.48,9454.66,0,0
-3245.82,9426.56,0,0
-3327.92,9397.74,0,0
-3409.75,9368.21,0,0
-3491.32,9337.97,0,0
-3572.63,9307.02,0,0
-3653.66,9275.36,0,0
-3734.41,9242.99,0,0
-3814.88,9209.92,0,0
-3895.05,9176.15,0,0
-3974.92,9141.69,0,0
-4054.49,9106.53,0,0
-4133.74,9070.67,0,0
-4212.68,9034.13,0,0
-4291.3,8996.89,0,0
-4369.59,8958.98,0,0
-4447.54,8920.38,0,0
-4525.15,8881.11,0,0
-4602.42,8841.16,0,0
-4679.33,8800.53,0,0
-4755.88,8759.24,0,0
-4832.07,8717.29,0,0
-4907.89,8674.67,0,0
-4983.33,8631.39,0,0
-5058.4,8587.45,0,0
-5133.07,8542.86,0,0
-5207.35,8497.63,0,0
-5281.23,8451.74,0,0
-5354.71,8405.22,0,0
-5427.78,8358.05,0,0
-5500.44,8310.25,0,0
-5572.67,8261.82,0,0
-5644.47,8212.76,0,0
-5715.85,8163.08,0,0
-5786.79,8112.77,0,0
-5857.28,8061.85,0,0
-5927.33,8010.32,0,0
-5996.92,7958.18,0,0
-6066.05,7905.44,0,0
-6134.72,7852.09,0,0
-6202.93,7798.15,0,0
-6270.65,7743.61,89.67,100
-6337.9,7688.49,89.2004,100
-6404.66,7632.78,87.9394,100
-6470.94,7576.49,85.0205,100
-6536.72,7519.63,85.142,100
-6602,7462.2,85.7505,100
-6666.77,7404.2,84.3735,100
-6731.04,7345.64,85.1587,100
-6794.79,7286.52,87.2137,100
-6858.02,7226.84,90.8485,100
-6920.73,7166.62,91.9306,100
-6982.91,7105.86,0,0
-7044.55,7044.55,0,0
-7105.66,6982.71,52.0952,2.97924
-7166.22,6920.34,55.8662,3.76068
-7226.24,6857.45,64.0898,2.29548
-7285.7,6794.03,64.0895,2.63736
-7344.61,6730.1,86.5439,3.61416
-7402.96,6665.66,89.2744,7.05739
-7460.74,6600.71,89.3907,7.08181
-7517.96,6535.26,98.5255,12.4298
-7574.59,6469.31,96.4276,19.6825
-7630.65,6402.88,96.1552,80.8059
-7686.13,6335.96,95.5439,100
-7741.02,6268.56,96.0696,100
-7795.32,6200.68,96.4571,100
-7849.02,6132.33,96.1416,100
-7902.13,6063.52,96.4636,100
-7954.63,5994.24,96.5106,100
-8006.53,5924.52,96.6112,100
-8057.81,5854.34,96.5571,100
-8108.48,5783.72,96.6409,100
-8158.53,5712.66,96.5226,100
-8207.95,5641.17,96.4003,100
-8256.75,5569.25,96.4278,100
-8304.92,5496.91,96.3609,100
-8352.46,5424.15,96.3394,100
-8399.36,5350.98,96.2274,100
-8445.62,5277.41,96.0623,100
-8491.23,5203.43,96.1463,100
-8536.2,5129.06,96.1597,100
-8580.51,5054.31,95.9386,100
-8624.17,4979.17,95.8919,100
-8667.17,4903.65,95.7524,100
-8709.51,4827.76,95.7993,100
-8751.19,4751.51,95.7135,100
-8792.2,4674.89,95.7661,63.8828
-8832.53,4597.93,97.2776,100
-8872.2,4520.61,97.6387,100
-8911.18,4442.95,97.3612,100
-8949.49,4364.96,97.0958,100
-8987.12,4286.63,97.1842,100
-9024.06,4207.99,97.0321,100
-9060.31,4129.02,96.8026,100
-9095.87,4049.74,96.9504,100
-9130.73,3970.16,96.8461,100
-9164.9,3890.27,96.7138,100
-9198.38,3810.09,96.796,100
-9231.15,3729.62,96.6027,100
-9263.21,3648.88,96.5165,100
-9294.57,3567.85,96.4944,100
-9325.22,3486.56,96.3956,100
-9355.16,3405,96.3571,100
-9384.39,3323.19,96.2832,100
-9412.9,3241.12,96.3243,100
-9440.69,3158.81,96.2272,100
-9467.77,3076.26,96.1049,100
-9494.12,2993.48,96.0322,100
-9519.75,2910.48,96.0575,100
-9544.65,2827.25,95.9531,100
-9568.83,2743.82,95.9258,100
-9592.27,2660.17,95.962,100
-9614.99,2576.33,95.933,100
-9636.97,2492.29,95.9065,100
-9658.22,2408.06,95.9606,100
-9678.73,2323.66,95.9404,100
-9698.5,2239.08,95.9406,100
-9717.54,2154.33,95.8985,100
-9735.83,2069.41,95.9769,100
-9753.38,1984.35,95.9414,100
-9770.19,1899.13,95.9446,100
-9786.25,1813.77,95.954,100
-9801.57,1728.28,95.9752,100
-9816.14,1642.66,95.9636,100
-9829.97,1556.91,95.9731,100
-9843.04,1471.05,95.9238,100
-9855.37,1385.08,95.9667,100
-9866.94,1299.01,95.983,100
-9877.76,1212.84,95.9849,100
-9887.83,1126.58,95.9392,100
-9897.15,1040.23,95.9872,100
-9905.71,953.812,95.9698,100
-9913.52,867.321,96.0184,100
-9920.57,780.766,95.9927,100
-9926.87,694.154,95.9736,100
-9932.41,607.492,95.9767,100
-9937.2,520.786,96.0185,100
-9941.22,434.043,95.9969,100
-9944.49,347.269,95.9933,100
-9947.01,260.472,96.0076,100
-9948.76,173.656,96.0333,100
-9949.76,86.8302,96.045,100
-9950,1.21852e-12,96.0613,100
-9949.48,-86.8278,96.0049,100
-9948.21,-173.647,96.007,100
-9946.17,-260.45,96.0175,100
-9943.38,-347.231,96.0217,100
-9939.84,-433.983,96.0038,100
-9935.53,-520.699,96.0322,100
-9930.47,-607.374,95.9859,100
-9924.65,-693.999,96.0069,100
-9918.08,-780.57,96.0061,100
-9910.75,-867.079,95.9773,100
-9902.67,-953.519,96.047,100
-9893.84,-1039.88,96.0192,100
-9884.25,-1126.17,95.9763,100
-9873.9,-1212.36,96.0377,100
-9862.81,-1298.46,96.0139,100
-9850.97,-1384.46,95.9949,100
-9838.37,-1470.35,96.0159,100
-9825.03,-1556.13,96.0268,100
-9810.94,-1641.79,96.0209,100
-9796.1,-1727.32,96.0489,100
-9780.52,-1812.71,96.0024,100
-9764.19,-1897.97,96.0156,100
-9747.12,-1983.07,96.0437,100
-9729.31,-2068.03,96.0619,100
-9710.76,-2152.82,96.0202,100
-9691.46,-2237.45,96.0351,100
-9671.43,-2321.91,96.0201,100
-9650.67,-2406.18,95.9907,100
-9629.17,-2490.27,95.9655,100
-9606.94,-2574.17,96.046,100
-9583.97,-2657.87,96.0145,100
-9560.28,-2741.37,95.9875,100
-9535.86,-2824.65,95.9944,100
-9510.72,-2907.72,96.0098,100
-9484.85,-2990.56,96.0263,100
-9458.26,-3073.17,95.9563,100
-9430.95,-3155.55,95.9794,100
-9402.92,-3237.68,96.0037,100
-9374.18,-3319.57,96.0296,100
-9344.72,-3401.2,95.992,100
-9314.55,-3482.57,95.9769,100
-9283.68,-3563.67,95.9866,100
-9252.1,-3644.5,95.9441,100
-9219.81,-3725.05,95.9874,100
-9186.83,-3805.31,95.9979,100
-9153.14,-3885.28,95.9517,100
-9118.76,-3964.95,95.9455,100
-9083.69,-4044.32,95.954,100
-9047.92,-4123.38,95.9319,100
-9011.47,-4202.12,95.9622,100
-8974.33,-4280.54,95.9534,100
-8936.51,-4358.63,95.9379,100
-8898.01,-4436.38,95.964,100
-8858.83,-4513.8,95.9243,100
-8818.98,-4590.87,95.9619,100
-8778.46,-4667.59,95.975,100
-8737.27,-4743.95,95.9134,100
-8695.42,-4819.95,95.9343,100
-8652.91,-4895.58,95.9305,100
-8609.74,-4970.83,95.8974,100
-8565.91,-5045.71,95.9574,100
-8521.43,-5120.19,95.9427,100
-8476.31,-5194.29,95.9323,100
-8430.54,-5267.99,95.9441,100
-8384.13,-5341.28,95.9374,100
-8337.08,-5414.17,95.9632,100
-8289.4,-5486.64,96.0109,100
-8241.09,-5558.69,95.93,100
-8192.16,-5630.31,95.9,100
-8142.6,-5701.51,95.9145,100
-8092.42,-5772.27,95.8984,100
-8041.63,-5842.59,95.8855,100
-7990.23,-5912.46,95.9095,100
-7938.22,-5981.87,95.9155,100
-7885.6,-6050.83,95.8731,100
-7832.39,-6119.33,95.8191,100
-7778.58,-6187.36,96.0667,100
-7724.18,-6254.92,96.1302,100
-7669.2,-6322,95.6326,100
-7613.63,-6388.59,93.8055,100
-7557.48,-6454.7,91.3287,100
-7500.77,-6520.32,91.2253,100
-7443.48,-6585.43,91.7616,100
-7385.62,-6650.04,90.8803,100
-7327.21,-6714.15,92.5211,100
-7268.23,-6777.74,94.2311,100
-7208.71,-6840.81,95.1862,100
-7148.64,-6903.36,95.8921,100
-7088.03,-6965.38,95.8742,100
-7026.87,-7026.87,95.8893,100
-6965.19,-7087.83,95.8573,100
-6902.97,-7148.24,95.8927,100
-6840.24,-7208.11,95.8807,100
-6776.98,-7267.42,95.8519,100
-6713.21,-7326.18,95.8734,100
-6648.93,-7384.38,95.8528,100
-6584.14,-7442.02,95.8584,100
-6518.86,-7499.09,95.8874,100
-6453.08,-7555.58,95.8716,100
-6386.81,-7611.5,95.8989,100
-6320.06,-7666.84,95.8759,100
-6252.82,-7721.59,95.8895,100
-6185.12,-7775.76,95.8519,100
-6116.94,-7829.32,95.9019,100
-6048.3,-7882.3,95.9199,100
-5979.2,-7934.67,95.8754,100
-5909.65,-7986.43,95.8907,100
-5839.65,-8037.58,95.8423,100
-5769.2,-8088.12,95.8635,100
-5698.32,-8138.05,95.8389,100
-5627.01,-8187.35,95.8579,100
-5555.27,-8236.03,95.8452,100
-5483.11,-8284.08,95.9053,100
-5410.53,-8331.49,95.8807,100
-5337.55,-8378.27,95.9261,100
-5264.16,-8424.42,95.9109,100
-5190.37,-8469.91,95.8581,100
-5116.19,-8514.77,95.8474,100
-5041.62,-8558.97,95.8532,100
-4966.67,-8602.52,95.9029,100
-4891.34,-8645.41,95.8514,100
-4815.64,-8687.65,95.8665,100
-4739.58,-8729.22,95.8924,100
-4663.16,-8770.12,95.9689,100
-4586.38,-8810.36,95.8978,100
-4509.26,-8849.92,95.8566,100
-4431.8,-8888.81,95.893,100
-4354,-8927.02,95.8925,100
-4275.87,-8964.55,95.8892,100
-4197.42,-9001.4,95.8868,100
-4118.65,-9037.56,95.9097,100
-4039.57,-9073.03,95.9391,100
-3960.19,-9107.81,95.9163,100
-3880.5,-9141.89,95.871,100
-3800.52,-9175.28,95.9788,100
-3720.26,-9207.97,95.9235,100
-3639.71,-9239.95,95.9197,100
-3558.89,-9271.23,95.9214,100
-3477.8,-9301.81,95.9521,100
-3396.45,-9331.67,95.8943,100
-3314.84,-9360.82,95.9055,100
-3232.98,-9389.26,95.9241,100
-3150.88,-9416.99,95.9594,100
-3068.54,-9443.99,95.967,100
-2985.97,-9470.28,95.9404,100
-2903.17,-9495.84,95.9464,100
-2820.15,-9520.68,95.9368,100
-2736.93,-9544.79,95.8793,100
-2653.49,-9568.18,95.9554,100
-2569.86,-9590.84,95.9642,100
-2486.03,-9612.76,95.9167,100
-2402.02,-9633.96,95.9701,100
-2317.82,-9654.42,95.9323,100
-2233.45,-9674.14,95.9514,100
-2148.91,-9693.13,95.9596,100
-2064.22,-9711.38,95.9231,100
-1979.36,-9728.88,95.9997,100
-1894.36,-9745.65,96.0426,100
-1809.22,-9761.67,95.9557,100
-1723.94,-9776.95,95.9649,100
-1638.53,-9791.49,95.9737,100
-1553,-9805.28,95.987,100
-1467.36,-9818.32,96.0013,100
-1381.6,-9830.61,96.0227,100
-1295.74,-9842.16,95.9499,100
-1209.79,-9852.95,95.9998,100
-1123.75,-9862.99,95.9727,100
-1037.62,-9872.29,95.9482,100
-951.416,-9880.83,95.9263,100
-865.142,-9888.62,96.1003,100
-778.805,-9895.65,96.0792,100
-692.411,-9901.93,96.0334,100
-605.966,-9907.46,95.9773,100
-519.478,-9912.23,96.0389,100
-432.953,-9916.25,96.0311,100
-346.397,-9919.51,96.0202,100
-259.817,-9922.02,95.9996,100
-173.22,-9923.77,96.027,100
-86.6121,-9924.76,95.7262,100
-1.82319e-12,-9925,96.0695,100
86.6097,-9924.48,96.0339,100
173.21,-9923.21,96.0095,100
259.795,-9921.18,96.0443,100
346.358,-9918.4,95.9726,100
432.892,-9914.86,96.0559,100
519.391,-9910.57,96.0716,100
605.847,-9905.52,95.9776,100
692.255,-9899.71,96.037,100
778.608,-9893.16,96.0462,100
864.9,-9885.85,96.0109,100
951.123,-9877.79,96.0885,100
1037.27,-9868.97,96.0457,100
1123.34,-9859.41,96.0107,100
1209.32,-9849.09,95.9924,100
1295.2,-9838.02,96.0022,100
1380.98,-9826.21,96.0688,100
1466.66,-9813.65,96.0265,100
1552.22,-9800.34,96.0604,100
1637.66,-9786.28,96.0563,100
1722.98,-9771.48,96.062,100
1808.16,-9755.94,96.0952,100
1893.2,-9739.65,96.0535,100
1978.09,-9722.62,96.068,100
2062.83,-9704.85,96.0288,100
2147.41,-9686.35,96.0288,100
2231.83,-9667.1,96.0946,100
2316.07,-9647.13,96.0568,100
2400.13,-9626.41,96.0612,100
2484.01,-9604.97,96.0565,100
2567.7,-9582.79,96.0573,100
2651.19,-9559.88,96.0412,100
2734.48,-9536.25,96.0241,100
2817.55,-9511.89,96.0248,100
2900.41,-9486.81,96.0725,100
2983.04,-9461,96.0302,100
3065.45,-9434.48,95.9557,98.9988
3147.62,-9407.24,96.029,100
3229.55,-9379.28,96.025,100
3311.22,-9350.61,96.0487,100
3392.65,-9321.23,96.0362,100
3473.81,-9291.14,96.0232,100
3554.71,-9260.34,96.0246,100
3635.34,-9228.84,96.029,100
3715.68,-9196.63,96.0342,100
3795.74,-9163.73,96.0212,100
3875.51,-9130.13,96.0217,100
3954.98,-9095.83,96.0412,100
4034.15,-9060.85,96.0215,100
4113.01,-9025.17,96.0146,100
4191.55,-8988.81,96.0289,100
4269.77,-8951.77,96.025,100
4347.67,-8914.04,96.0231,100
4425.23,-8875.64,96.0063,100
4502.45,-8836.56,95.9964,100
4579.33,-8796.81,95.9773,100
4655.85,-8756.39,95.998,100
4732.02,-8715.3,95.9861,100
4807.83,-8673.56,95.9858,100
4883.27,-8631.15,95.9816,100
4958.33,-8588.09,95.9735,100
5033.02,-8544.37,95.9926,100
5107.32,-8500,95.9803,100
5181.23,-8454.99,95.9766,100
5254.74,-8409.34,95.972,100
5327.85,-8363.05,95.9343,100
5400.55,-8316.12,95.9792,100
5472.84,-8268.56,95.9325,100
5544.71,-8220.37,95.9731,100
5616.15,-8171.55,95.9205,100
5687.17,-8122.12,95.9592,100
5757.75,-8072.07,95.9549,100
5827.89,-8021.4,95.948,100
5897.59,-7970.13,95.9218,100
5966.83,-7918.25,95.9473,100
6035.62,-7865.77,95.9643,100
6103.94,-7812.69,95.9427,100
6171.8,-7759.02,95.9334,100
6239.19,-7704.75,95.921,100
6306.1,-7649.91,95.9486,100
6372.52,-7594.48,95.8216,100
6438.47,-7538.47,95.185,100
6503.91,-7481.9,94.3859,100
6568.87,-7424.75,95.1353,100
6633.31,-7367.04,95.6796,100
6697.26,-7308.77,95.2316,100
6760.69,-7249.95,96.121,100
6823.6,-7190.58,96.1418,100
6885.99,-7130.66,96.0155,100
6947.86,-7070.19,95.9762,100
7009.2,-7009.2,95.9447,100
7070,-6947.67,95.921,100
7130.26,-6885.61,95.8834,100
7189.97,-6823.03,95.9321,100
7249.14,-6759.93,95.9126,100
7307.75,-6696.32,95.8829,100
7365.8,-6632.2,95.9253,100
7423.3,-6567.58,95.9195,100
7480.22,-6502.46,95.9156,100
7536.57,-6436.84,95.9308,100
7592.35,-6370.74,95.9061,100
7647.55,-6304.15,95.9327,100
7702.16,-6237.09,95.9109,100
7756.19,-6169.55,95.8856,100
7809.62,-6101.55,95.9195,100
7862.46,-6033.08,95.8996,100
7914.7,-5964.15,95.9157,100
7966.33,-5894.78,95.9001,100
8017.36,-5824.95,95.9004,100
8067.77,-5754.69,95.9061,100
8117.57,-5683.98,95.933,100
8166.75,-5612.85,95.8753,100
8215.3,-5541.29,95.9188,100
8263.23,-5469.31,95.9303,100
8310.53,-5396.92,95.8988,100
8357.19,-5324.12,95.9027,100
8403.21,-5250.91,95.9243,100
8448.6,-5177.31,95.9566,100
8493.34,-5103.31,95.9246,100
8537.43,-5028.93,95.9432,100
8580.87,-4954.17,95.9436,100
8623.65,-4879.03,95.9424,100
8665.78,-4803.52,95.9466,100
8707.25,-4727.65,95.9519,100
8748.05,-4651.42,95.9493,100
8788.18,-4574.84,95.9194,100
8827.65,-4497.91,95.919,100
8866.44,-4420.64,95.9348,100
8904.55,-4343.04,95.9455,100
8941.99,-4265.11,95.9514,100
8978.74,-4186.86,95.9931,100
9014.81,-4108.29,95.98,100
9050.19,-4029.4,95.9668,100
9084.88,-3950.22,95.9816,100
9118.88,-3870.73,95.977,100
9152.18,-3790.96,95.969,100
9184.79,-3710.89,95.9734,100
9216.69,-3630.55,95.9687,100
9247.89,-3549.93,95.9853,100
9278.39,-3469.05,96.038,100
9308.18,-3387.9,96.0406,100
9337.26,-3306.5,96.0194,100
9365.62,-3224.84,95.9928,100
9393.28,-3142.95,95.9962,100
9420.21,-3060.81,96.0145,100
9446.43,-2978.45,95.9381,100
9471.93,-2895.86,95.9291,100
9496.71,-2813.05,96.0167,100
9520.76,-2730.03,95.9925,100
9544.09,-2646.81,96.0107,100
9566.69,-2563.39,96.0233,100
9588.56,-2479.77,96.0188,100
9609.7,-2395.97,96.0092,100
9630.11,-2311.98,96.0181,100
9649.78,-2227.83,95.9774,100
9668.72,-2143.5,96.0467,100
9686.92,-2059.02,96.023,100
9704.38,-1974.38,96.031,100
9721.11,-1889.59,96.0536,100
9737.09,-1804.66,96.0555,100
9752.33,-1719.6,96.0712,100
9766.83,-1634.41,96.0764,100
9780.58,-1549.09,95.9487,100
9793.59,-1463.66,96.1615,100
9805.85,-1378.12,96.2249,100
9817.37,-1292.48,96.0947,100
9828.14,-1206.74,96.0935,100
9838.16,-1120.92,96.075,100
9847.42,-1035.01,95.9391,100
9855.94,-949.019,95.9854,100
9863.71,-862.963,96.1503,100
9870.73,-776.843,96.234,100
9876.99,-690.667,96.1349,100
9882.5,-604.44,96.1175,100
9887.26,-518.17,96.0709,100
9891.27,-431.862,96.0885,100
9894.52,-345.524,96.0814,100
9897.02,-259.163,96.0783,100
9898.77,-172.784,96.082,100
9899.76,-86.3939,96.1318,100
9900,-2.4248e-12,96.1022,100
9899.48,86.3915,96.0919,100
9898.21,172.774,96.1008,100
9896.19,259.141,96.0853,100
9893.41,345.486,96.0848,100
9889.88,431.802,96.0654,100
9885.6,518.082,96.0998,100
9880.56,604.321,96.1127,100
9874.78,690.512,96.0987,100
9868.24,776.647,96.0986,100
9860.94,862.721,96.0805,100
9852.9,948.727,96.0922,100
9844.11,1034.66,96.0817,100
9834.57,1120.51,96.0855,100
9824.28,1206.27,96.0988,100
9813.24,1291.94,96.0837,100
9801.45,1377.5,96.0989,100
9788.92,1462.96,96.0841,100
9775.65,1548.31,96.1036,100
9761.62,1633.54,96.1065,100
9746.86,1718.63,96.1194,100
9731.36,1803.6,96.0818,100
9715.11,1888.43,96.0788,100
9698.12,1973.11,96.1194,100
9680.4,2057.63,96.0744,100
9661.94,2142,96.0757,100
9642.75,2226.2,96.0668,100
9622.82,2310.23,96.0832,100
9602.15,2394.09,96.0769,100
9580.76,2477.75,96.0837,100
9558.64,2561.23,96.0877,100
9535.79,2644.51,96.0616,100
9512.22,2727.58,96.0761,100
9487.92,2810.45,96.1011,100
9462.9,2893.1,96.0628,100
9437.16,2975.53,96.0751,100
9410.7,3057.72,96.061,100
9383.53,3139.69,96.0767,100
9355.64,3221.41,96.0668,100
9327.04,3302.88,96.0729,100
9297.74,3384.1,96.0723,100
9267.72,3465.06,96.0604,100
9237,3545.75,96.0829,100
9205.58,3626.17,96.0563,100
9173.45,3706.32,96.0641,100
9140.63,3786.17,96.0629,100
9107.12,3865.74,96.0549,100
9072.91,3945.01,96.0437,100
9038.01,4023.98,96.0755,100
9002.42,4102.64,96.065,100
8966.15,4180.99,96.0545,100
8929.2,4259.01,96.0511,100
8891.57,4336.71,96.031,100
8853.26,4414.07,96.0288,100
8814.28,4491.1,96.0212,100
8774.63,4567.78,96.0512,100
8734.31,4644.12,96.0309,100
8693.33,4720.09,96.0065,100
8651.69,4795.71,95.9994,100
8609.39,4870.96,96.0272,100
8566.43,4945.83,96.0134,100
8522.83,5020.33,96.0285,100
8478.58,5094.44,96.0301,100
8433.68,5168.16,96.0133,100
8388.14,5241.49,96.006,100
8341.96,5314.42,95.9942,100
8295.15,5386.93,96.0029,100
8247.71,5459.04,96.0058,100
8199.64,5530.73,95.9837,100
8150.95,5601.99,95.9781,100
8101.64,5672.83,95.9868,100
8051.72,5743.23,95.9813,100
8001.18,5813.2,95.9858,100
7950.03,5882.71,95.9675,100
7898.28,5951.78,95.9654,100
7845.93,6020.4,95.9943,100
7792.99,6088.55,95.9799,100
7739.45,6156.24,95.965,100
7685.33,6223.45,95.9644,100
7630.62,6290.2,95.9308,100
7575.33,6356.46,95.6023,100
7519.46,6422.23,95.3071,100
7463.03,6487.51,94.2495,100
7406.03,6552.3,94.7241,100
7348.46,6616.59,95.9985,100
7290.34,6680.37,94.4901,100
7231.67,6743.64,96.006,100
7172.44,6806.39,95.7596,100
7112.67,6868.63,95.9739,100
7052.36,6930.34,95.9639,100
6991.52,6991.52,95.9555,100
6930.14,7052.16,95.9594,100
6868.24,7112.27,95.9477,100
6805.82,7171.84,95.9479,100
6742.88,7230.85,95.9566,100
6679.43,7289.32,95.9412,100
6615.47,7347.23,95.9494,100
6551.01,7404.57,95.9465,100
6486.05,7461.35,95.9388,100
6420.61,7517.56,95.9268,100
6354.67,7573.2,95.9389,100
6288.25,7628.26,95.9438,100
6221.36,7682.74,95.9708,100
6153.99,7736.63,95.9737,100
6086.16,7789.92,95.9429,100
6017.86,7842.63,95.9427,100
5949.11,7894.73,95.9571,100
5879.91,7946.24,95.9369,100
5810.26,7997.13,95.975,100
5740.17,8047.42,95.9662,100
5669.64,8097.09,95.9799,100
